Idx	Chinese	Pinyin	English	Status
613	轮状病毒	lúnzhuàngbìngdú	Rotavirus	Incorrect
614	落音	luòyīn	falling tone	Learnt
615	绿色瘤	lǜsè liú	green tumor	
616	麻痹	mábì	paralysis	Learnt
617	麻木	mámù	numbness	
618	麻疹	mázhěn	measles	Incorrect
619	麻醉	mázuì	anaesthetization	Learnt
620	马尾	mǎwěi	horse tail	Learnt
621	麦氏点	màishìdiǎn	Max point	
622	脉搏	màibó	pulse	Learnt
623	脉压	màiyā	pulse pressure	
624	盲肠	mángcháng	cecum	Incorrect
625	梅毒	méidú	syphilis	Learnt
626	没劲	méijìn	exhausted	Learnt
627	酶	méi	enzyme	Incorrect
628	迷路	mílù	get lost	Learnt
629	迷走神经	mízǒushénjīng	vagus nerve	
630	泌尿神经	mìniào shénjīng	urinary nerve	Learnt
631	泌尿系统	mìniàoxìtǒng	urinary system	Learnt
632	密切	mìqiè	close	Learnt
633	免疫	miǎnyì	immunity	
634	免疫调节	miǎnyìdiàojié	Immunomodulatory	Incorrect
635	面积	miànjī	area	Learnt
636	面容	miànróng	face	Incorrect
637	面神经	miànshénjīng	facial nerve	Learnt
638	灭菌	mièjūn	sterilization	Learnt
639	敏感	mǐngǎn	sensitive	
640	明确	míngquè	clear	Incorrect
641	明显	míngxiǎn	obvious	Learnt
642	摸	mō	touch	Learnt
643	模糊	móhu	Vague	Learnt
644	膜性肾病	móxìng shènbìng	membranous nephropathy	Incorrect
645	摩擦音	mócāyīn	fricative	Learnt
646	马刺月经	mǎcì yuèjīng	Spurs menstruation	
647	母乳	mǔrǔ	breast milk	
648	目光	mùguāng	look	Learnt
649	耐药性	nàiyàoxìng	drug resistance	Learnt
650	难产	nánchǎn	Dystocia	Learnt
651	囊性病变	náng xìngbìngbiàn	cystic lesion	Learnt
652	囊肿	nángzhǒng	cyst	
653	脑电图	nǎodiàntú	EEG	Incorrect
654	脑干	nǎogàn	brainstem	
655	脑脊液	nǎojǐyè	Cerebrospinal fluid	
656	脑膜瘤	nǎomóliú	Meningioma	
657	脑桥	nǎoqiáo	pons	Incorrect
658	脑疝	nǎo shàn	brain herniation	Learnt
659	脑死亡	nǎosǐwáng	brain death	
660	脑震荡	nǎozhèndàng	concussion	
661	内部	nèibù	internal	Incorrect
662	内毒素	nèidúsù	endotoxin	
663	内耳	nèiěr	inner ear	Learnt
664	内环境	nèi huánjìng	Internal environment	
665	内镜	nèijìng	Endoscopy	Incorrect
666	内囊	nèináng	Internal capsule	
667	内脏	nèizàng	internal organs	Learnt
668	逆转录酶	nìzhuǎnlùméi	reverse transcriptase	Learnt
669	年纪	niánjì	age	Learnt
670	黏膜	niánmó	mucous membrane	Incorrect
671	尿崩症	niàobēngzhèng	diabetes insipidus	Incorrect
672	尿蛋白	niàodànbái	urine protein	Learnt
673	尿道	niàodào	urethra	
674	尿毒症	niàodúzhèng	Uremia	Learnt
675	尿急	niàojí	urinary urgency	Learnt
676	尿量	niàoliàng	urine output	Incorrect
677	尿路感染	niàolùgǎnrǎn	urinary tract infection	Learnt
678	尿路梗阻	niàolù gěngzǔ	urinary tract obstruction	Learnt
679	尿频	niàopín	frequent urination	Incorrect
680	尿失禁	niàoshījìn	urinary incontinence	Learnt
681	尿石症	niàoshízhèng	Urolithiasis	Incorrect
682	尿酸	niàosuān	uric acid	Learnt
683	尿糖	niàotáng	urine sugar	Incorrect
684	尿液	niàoyè	urine fluid	Incorrect
685	尿潴留	niàozhūliú	urinary retention	Incorrect
686	颞叶	nièyè	Temporal lobe	
687	凝血酶	níngxuèméi	thrombin	
688	凝血因子	níngxuèyīnzi	clotting factor	Learnt
689	扭伤	niǔshāng	sprain	Incorrect
690	扭转	niǔzhuǎn	reverse	Incorrect
691	浓	nóng	concentrated	Incorrect
692	浓度	nóngdù	concentration	Learnt
693	脓毒症	nóngdúzhèng	sepsis	Learnt
694	脓尿	nóngniào	Pyuria	Learnt
695	浓痰	nóngtán	thick phlegm	Learnt
696	脓胸	nóngxiōng	Empyema	Incorrect
697	脓血便	nóngxuè biàn	bloody stool	Incorrect
698	疟疾	nüèjí	malaria	Incorrect
699	呕吐	ǒutù	Vomit	Learnt
700	呕血	ǒuxuè	vomiting blood	Incorrect
701	趴	pā	lie	Learnt
702	拍	pāi	shoot	Learnt
703	排便	páibiàn	to defecate	Learnt
704	排斥	páichì	repel	Incorrect
705	排除	páichú	exclude	
706	排卵	páiluǎn	ovulation	
707	排尿	páiniào	urination	
708	排气	páiqì	exhaust	Learnt
709	膀胱	pángguāng	bladder	Incorrect
710	疱疹	pàozhěn	herpes	Learnt
711	胚胎	pēitāi	embryo	Incorrect
712	培养	péiyǎng	nourish	
713	配合	pèihé	Cooperate	Learnt
714	配偶	pèiǒu	spouse	Incorrect
715	盆会阴部	pén huìyīnbù	Perineum	Learnt
716	皮肌炎	píjīyán	dermatomyositis	Learnt
717	皮下结节	píxià jiéjié	Subcutaneous nodules	Learnt
718	皮炎	píyán	dermatitis	Learnt
719	皮疹	pízhěn	rash	
720	皮质	pízhì	leather	Incorrect
721	疲劳	píláo	fatigue	Learnt
722	脾	pí	spleen	Learnt
723	偏	piān	Partial	Learnt
724	偏盲	piānmáng	Hemianopia	Learnt
725	偏袒	piāntǎn	favoritism	Learnt
726	胼胝体	piánzhī tǐ	Corpus callosum	Learnt
727	片	piàn	piece	Learnt
728	频繁	pínfán	frequently	Learnt
729	平常	píngcháng	usually	Learnt
730	平衡	pínghéng	balance	Incorrect
731	平滑肌	pínghuájī	smooth muscle	
732	平片	píngpiàn	plain film	Learnt
733	破伤风	pòshāngfēng	tetanus	Learnt
734	剖宫产	pōugōngchǎn	caesarean section	Incorrect
735	葡萄球菌	pútáoqiújūn	staphylococcus	Learnt
736	葡萄胎	pútaotāi	hydatidiform mole	
737	期前收缩	qīqián shōusuō	premature contraction	Learnt
738	奇脉	qímài	pulsus paradoxus	
739	期待	qīdài	expect	
740	起搏器	qǐbóqì	pacemaker	
741	气管	qìguǎn	trachea	
742	起色	qǐsè	improvement	Incorrect
743	其栓	qíshuān	bolt	Incorrect
744	气味	qìwèi	odor	Incorrect
745	气性坏疽	qìxìng huàijū	Gas gangrene	Incorrect
746	气胸	qìxiōng	pneumothorax	Learnt
747	器官	qìguān	organ	
748	憩室	qìshì	diverticulum	
749	髂骨	qiàgǔ	ilium	Learnt
750	牵涉痛	qiānshètòng	referred pain	
751	牵引	qiānyǐn	traction	
752	前列腺	qiánlièxiàn	prostate	Incorrect
753	前囟	qián xìn	bregma	Incorrect
754	前置	qiánzhì	Front	Learnt
755	潜伏	qiánfú	lurking	Learnt
756	钱	qián	money	Learnt
757	嵌顿	qiàndùn	Incarcerated	
758	强度	qiángdù	strength	
759	强烈	qiángliè	strong	Learnt
760	抢救	qiǎngjiù	rescue	Learnt
761	切除	qiēchú	resection	Learnt
762	切开	qiēkāi	cut open	
763	青春期	qīngchūnqī	puberty	
764	青光眼	qīngguāngyǎn	glaucoma	Learnt
765	青霉素	qīngméisù	penicillin	Learnt
766	青紫	qīngzǐ	bruising	Learnt
767	清除	qīngchú	to clear	
768	清创	qīngchuàng	debridement	Learnt
769	清单	qīngdān	list	Learnt
770	清蛋白	qīng dànbái	Albumin	Learnt
771	清宫	qīnggōng	Dilatation and curettage	Incorrect
772	清醒	qīngxǐng	wide awake	Learnt
773	清音	qīngyīn	Voiceless	
774	情绪	qíngxù	mood	
775	请示	qǐngshì	ask for instructions	
776	丘脑	qiūnǎo	thalamus	
777	球蛋白	qiúdànbái	globulin	
778	区域	qūyù	area	
779	屈光不正	qūguāng buzhèng	Refractive error	
780	龋齿	qǔchǐ	dental caries	Incorrect
781	全面	quánmiàn	comprehensive	Incorrect
782	全身	quánshēn	whole body	Learnt
783	全血黏度	quánxuè niándù	whole blood viscosity	
784	醛固酮	quángùtóng	Aldosterone	Learnt
785	劝	quàn	advise	
786	缺乏	quēfá	lack	
787	缺损	quēsǔn	defect	
788	缺陷	quēxiàn	defect	
789	缺氧	quēyǎng	hypoxia	Learnt
790	确定	quèdìng	Sure	Incorrect
791	确诊	quèzhěn	Diagnosed	Learnt
792	桡骨	ráogǔ	Radius	
793	热量	rèliàng	heat	Learnt
794	热性	rèxìng	Hot	
795	人工	réngōng	artificial	Incorrect
796	忍受	rěnshòu	to bear	Incorrect
797	认知	rènzhī	cognition	Incorrect
798	韧带	rèndài	ligament	Learnt
799	妊娠	rènshēn	pregnancy	Incorrect
800	日常	rìcháng	daily	
801	日期	rìqī	date	
802	容积	róngjī	volume	
803	溶栓	róngshuān	Thrombolysis	Incorrect
804	溶血病	róngxuè bìng	hemolytic disease	Learnt
805	蠕动波	rúdòng bō	peristaltic wave	Learnt
806	乳房	rǔfáng	breast	Learnt
807	乳腺炎	rǔxiànyán	mastitis	Incorrect
808	乳牙	rǔyá	deciduous teeth	
809	褥疮	rùchuāng	bedsore	
810	软	ruǎn	soft	
811	软骨瘤	ruǎngǔ liú	Chondroma	Incorrect
812	软化	ruǎnhuà	soften	Learnt
813	软组织	ruǎnzǔzhī	Soft tissue	Learnt
814	弱	ruò	weak	Learnt
815	弱视	ruòshì	amblyopia	Incorrect
816	腮腺炎	sāixiànyán	mumps	Incorrect
817	三叉神经	sānchāshénjīng	Trigeminal nerve	Incorrect
818	三合诊	sānhé zhěn	Triad diagnosis	Learnt
819	三夹瓣	sānjiābàn	Triple clip	Learnt
820	散光	sànguāng	astigmatism	Learnt
821	嗓子	sǎngzi	voice	Learnt
822	丧失	sàngshī	lost	
823	瘙痒	sàoyǎng	itching	
824	纱布	shābù	gauze	
825	筛选	shāixuǎn	filter	Learnt
826	晒	shài	show	Learnt
827	疝	shàn	hernia	Incorrect
828	伤害	shānghài	harm	Learnt
829	上颌骨	shànghégǔ	maxilla	
830	上皮组织	shàngpízǔzhī	epithelial tissue	
831	上腔静脉	shàngqiāng jìngmài	superior vena cava	Learnt
832	上瘾	shàngyǐn	addicted	Learnt
833	上肢	shàngzhī	upper body	Learnt
834	烧伤	shāoshāng	burn	Incorrect
835	舌下神经	shéxiàshénjīng	hypoglossal nerve	
836	舌咽神经	shéyānshénjīng	glossopharyngeal nerve	Incorrect
837	摄氏度	shèshìdù	Celsius	Incorrect
838	伸	shēn	stretch	Incorrect
839	身高	shēngāo	height	Learnt
840	呻吟	shēnyín	moan	
841	神经	shénjīng	nerve	Learnt
842	肾	shèn	kidney	Incorrect
843	肾单位	shèn dānwèi	nephron	Learnt
844	肾上腺	shènshàngxiàn	adrenal gland	Learnt
845	肾糖阈	shèntáng yù	renal glucose threshold	Incorrect
846	肾盂肾炎	shènyúshènyán	pyelonephritis	
847	升	shēng	Lift	
848	升高	shēnggāo	raised	
849	生理	shēnglǐ	physiological	
850	生命体征	shēngmìng tǐzhēng	vital signs	
851	生物转化	shēngwùzhuǎnhuà	Biotransformation	
852	生育	shēngyù	give birth	Learnt
853	生长	shēngzhǎng	to grow	Learnt
854	生长因子	shēngchángyīnzi	growth factor	Learnt
855	生殖系统	shēngzhíxìtǒng	reproductive system	
856	尸体	shītǐ	corpse	Learnt
857	失常	shīcháng	out of order	
858	失眠	shīmián	Insomnia	Learnt
859	失去	shīqù	lose	Incorrect
860	失神	shīshén	absent minded	Incorrect
861	失误	shīwù	mistake	
862	湿润	shīrùn	wet	Learnt
863	湿疹	shīzhěn	eczema	
864	十二指肠	shíèrzhǐcháng	duodenum	
865	石膏	shígāo	plaster	Learnt
866	实习	shíxí	practice	
867	食管	shíguǎn	esophagus	Incorrect
868	食物	shíwù	food	Incorrect
869	食欲不振	shíyùbùzhèn	loss of appetite	Learnt
870	示范	shìfàn	demonstration	Learnt
871	事故	shìgù	accident	
872	试验	shìyàn	test	Learnt
873	视力	shìlì	vision	
874	视网膜	shìwǎngmó	retina	
875	视诊	shìzhěn	inspection	Incorrect
876	适当	shìdàng	appropriate	Learnt
877	适应症	shìyìngzhèng	Indications	Learnt
878	室间隔	shìjiāngé	Interventricular septum	Learnt
879	嗜睡	shìshuì	drowsiness	Learnt
880	收缩	shōusuō	shrink	Incorrect
881	手续	shǒuxù	formalities	Learnt
882	手指	shǒuzhǐ	finger	Learnt
883	手足口病	shǒuzú kǒubìng	hand, foot and mouth disease	Learnt
884	收官消除	shōuguān xiāochú	Elimination	Incorrect
885	寿命	shòumìng	life	Incorrect
886	受伤	shòushāng	Injuried	
887	受体	shòutǐ	receptor	
888	授精	shòujīng	insemination	Incorrect
889	舒适	shūshì	comfortable	Learnt
890	疏忽	shūhū	negligence	
891	输精管	shūjīngguǎn	vas deferens	Learnt
892	输卵管	shūluǎnguǎn	oviduct	Learnt
893	输尿管	shūniàoguǎn	ureter	Learnt
894	输血	shūxuè	blood transfusion	Incorrect
895	输液室	shūyè shì	Infusion Room	Incorrect
896	蔬菜	shūcài	vegetable	
897	属于	shǔyú	belong	
898	数据	shùjù	data	Incorrect
899	数值	shùzhí	value	Incorrect
900	衰老	shuāilǎo	senescence	Learnt
901	衰弱	shuāiruò	weak	Learnt
902	摔倒	shuāidǎo	fall	Incorrect
903	双顶径	shuāngdǐng jìng	biparietal diameter	Learnt
904	水冲脉	shuǐ chōngmài	water pulse	Incorrect
905	水痘	shuǐdòu	chicken pox	Learnt
906	水中毒	shuǐzhōngdú	water intoxication	Incorrect
907	睡眠	shuìmián	to sleep	Learnt
908	顺畅	shùnchàng	smoothly	Incorrect
909	嘶哑	sīyǎ	hoarse	
910	死骨	sǐgǔ	bone necrosis	Incorrect
911	死亡	sǐwáng	die	Learnt
912	四肢	sìzhī	limbs	Incorrect
913	松弛	sōngchí	relaxation	Incorrect
914	苏醒	sūxǐng	wake	Incorrect
915	宿主	sùzhǔ	Host	Learnt
916	素食	sùshí	vegetarian diet	Learnt
917	酸碱平衡	suānjiǎn pínghéng	pH balance	Incorrect
918	酸痛	suāntòng	sore	Learnt
919	随时	suíshí	at any time	Learnt
920	随意	suíyì	random	Incorrect
921	髓质	suǐzhì	medulla	Learnt
922	碎尸	suìshī	corpse	
923	损伤	sǔnshāng	damage	
924	缩短	suōduǎn	shorten	
925	缩宫素	suōgōngsù	Oxytocin	
926	锁骨	suǒgǔ	clavicle	Learnt
927	胎产式	tāichǎnshì	fetal birth	Learnt
928	胎动	tāidòng	fetal movement	
929	胎儿	tāiér	fetus	Learnt
930	胎儿窘迫	tāiér jiǒngpò	fetal distress	
931	胎膜早破	tāimó zǎopò	premature rupture of membranes	Learnt
932	胎盘早博	tāipán zǎobó	premature placenta	Learnt
933	胎盘植入	tāipán zhírù	placenta accreta	Incorrect
934	胎盘滞留	tāipán zhìliú	retained placenta	Incorrect
935	胎位	tāiwèi	fetal position	Incorrect
936	太极拳	tàijíquán	Tai Chi	Incorrect
937	瘫痪	tānhuàn	paralysis	Learnt
938	炭疽	tànjū	anthrax	Incorrect
939	探头	tàntóu	probe	Learnt
940	探望	tànwàng	visit	
941	糖尿病	tángniàobìng	diabetes	Learnt
942	烫	tàng	hot	Incorrect
943	特殊	tèshū	special	
944	特征	tèzhēng	feature	
945	疼痛	téngtòng	pain	Learnt
946	体格	tǐgé	physique	Incorrect
947	体积	tǐjī	volume	Learnt
948	体外循环	tǐwàixúnhuán	Extracorporeal circulation	
949	体型	tǐxíng	size	Learnt
950	体液	tǐyè	body fluid	
951	体征	tǐzhēng	signs	Incorrect
952	体重	tǐzhòng	weight	Learnt
953	调整	tiáozhěng	Adjustment	Learnt
954	听力	tīnglì	hearing	
955	听诊	tīngzhěn	auscultation	Learnt
956	听诊器	tīngzhěnqì	stethoscope	
957	通体	tōngtǐ	Whole body	Incorrect
958	瞳孔	tóngkǒng	pupil	Learnt
959	痛风	tòngfēng	gout	Incorrect
960	痛经	tòngjīng	Dysmenorrhea	Learnt
961	痛苦	tòngkǔ	pain	
962	头部	tóubù	head	Learnt
963	头围	tóuwéi	head circumference	Learnt
964	透析	tòuxī	Dialysis	Learnt
965	突触	tūchù	synapse	
966	突发性聋	tūfāxìng lóng	sudden deafness	Incorrect
967	途径	tújìng	way	Learnt
968	涂片	túpiàn	smear	Incorrect
969	推测	tuīcè	guess	Learnt
970	退烧	tuìshāo	reduce fever	Learnt
971	退休	tuìxiū	retire	
972	吞咽	tūnyàn	to swallow	Incorrect
973	臀部	túnbù	buttocks	Learnt
974	臀大肌	túndàjī	gluteus maximus	Learnt
975	拖延	tuōyán	procrastination	Learnt
976	脱垂	tuōchuí	prolapse	Incorrect
977	脱离	tuōlí	break away	Learnt
978	脱位	tuōwèi	dislocation	
979	蛙腹	wāfù	frog belly	
980	歪	wāi	crooked	Learnt
981	外表	wàibiǎo	appearance	Learnt
982	外耳道	wàiěrdào	external auditory canal	Learnt
983	外翻	wàifān	eversion	Learnt
984	外生殖器	wàishēngzhíqì	external genitalia	
985	外展神经	wàizhǎnshénjīng	abducens nerve	
986	顽固	wángù	stubborn	
987	挽救	wǎnjiù	save	Incorrect
988	晚期	wǎnqī	Late period	
989	腕骨	wàngǔ	wrist bone	Incorrect
990	腕管	wànguǎn	carpal tunnel	Learnt
991	危害	wēihài	harm	
992	微创医学	wēichuāng yīxué	minimally invasive medicine	Incorrect
993	围产期	wéichǎnqī	perinatal period	
994	围术期	wéishùqī	perioperative period	Learnt
995	维持	wéichí	maintain	
996	维生素	wéishēngsù	vitamins	Incorrect
997	尾骨	wěigǔ	coccyx	
998	萎缩	wēisuō	atrophy	
999	位于	wèiyú	lie in	Learnt
1000	位置	wèizhi	Location	Learnt
1001	胃肠减压	wèicháng jiǎnyā	Gastrointestinal decompression	Learnt
1002	胃蛋白酶	wèidànbáiméi	pepsin	Incorrect
1003	胃镜	wèijìng	gastroscopy	Incorrect
1004	胃口	wèikǒu	appetite	Learnt
1005	胃泌素瘤	wèimìsù liú	Gastrinoma	
1006	胃排空	wèi páikōng	gastric emptying	Learnt
1007	胃瘫	wèitān	stomach paralysis	Incorrect
1008	喂养	wèiyǎng	feed	Learnt
1009	纹状体	wénzhuàngtǐ	striatum	Learnt
1010	闻	wén	smell	Incorrect
1011	蚊虫叮咬	wénchóng dīngyǎo	mosquito bites	Learnt
1012	吻合口	wěnhé kǒu	Anastomotic stoma	Incorrect
1013	紊乱	wěnluàn	disorder	Learnt
1014	稳定	wěndìng	Stablize	Incorrect
1015	稳态	wěntài	steady state	Incorrect
1016	卧床	wòchuáng	bedridden	Incorrect
1017	无菌术	wújūn shù	Aseptic	
1018	物品	wùpǐn	thing	Learnt
1019	物质	wùzhì	substance	Incorrect
1020	误差	wùchā	error	Incorrect
1021	物化	wùhuà	materialize	Incorrect
1022	吸收	xīshōu	absorb	Learnt
1023	吸氧	xīyǎng	oxygen inhalation	Learnt
1024	息肉	xīròu	polyp	Learnt
1025	膝盖	xīgài	knee	Learnt
1026	膝关节	xīguānjié	knee joint	Incorrect
1027	系统	xìtǒng	system	Incorrect
1028	细胞	xìbāo	cell	Incorrect
1029	细胞株	xìbāozhū	cell line	Learnt
1030	细菌	xìjūn	bacteria	Learnt
1031	狭窄	xiázhǎi	narrow	Learnt
1032	下颌骨	xiàhégǔ	mandible	Incorrect
1033	下降	xiàjiàng	decline	
1034	下腔静脉	xiàqiāng jìngmài	inferior vena cava	
1035	下肢	xiàzhī	lower body	
1036	先天性	xiāntiānxìng	Congenital	Learnt
1037	先兆流产	xiānzhào liúchǎn	Threatened miscarriage	Incorrect
1038	纤溶酶原	xiānróng méiyuán	Plasminogen	Learnt
1039	纤维	xiānwéi	fiber	Incorrect
1040	显示	xiǎnshì	show	
1041	显微外科	xiǎnwēiwàikē	Microsurgery	Learnt
1042	现病史	xiàn bìngshǐ	history of present illness	Learnt
1043	现象	xiànxiàng	Phenomenon	
1044	限期手术	xiànqī shǒushù	Deadline surgery	Incorrect
1045	腺垂体	xiànchuítǐ	pituitary gland	Learnt
1046	相关	xiāngguān	relevant	Learnt
1047	项	xiàng	item	Learnt
1048	消毒	xiāodú	disinfect	Learnt
1049	消化	xiāohuà	Digestion	Learnt
1050	消化道	xiāohuàdào	digestive tract	Learnt
1051	消化腺	xiāohuàxiàn	digestive gland	Learnt
1052	消极	xiāojí	negative	Learnt
1053	消失	xiāoshī	disappear	Incorrect
1054	消瘦	xiāoshòu	thin	
1055	消炎	xiāoyán	anti-inflammatory	Learnt
1056	硝酸甘油	xiāosuāngānyóu	Nitroglycerin	Learnt
1057	小便	xiǎobiàn	pee	Incorrect
1058	哮鸣音	xiàomíngyīn	Wheeze	Learnt
1059	哮喘	xiàochuǎn	asthma	
1060	效价	xiàojià	potency	Learnt
1061	协同作用	xiétóng zuòyòng	Synergy	
1062	斜视	xiéshì	strabismus	
1063	心包	xīnbāo	Pericardium	
1064	心搏骤停	xīnbó zhòutíng	cardiac arrest	
1065	心电图	xīndiàntú	electrocardiogram	
1066	心动过缓	xīndòng guòhuǎn	Bradycardia	Incorrect
1067	心房颤动	xīnfángchàndòng	atrial fibrillation	Incorrect
1068	心肺复苏	xīnfèi fùsū	CPR	Incorrect
1069	心肌梗死	xīnjīgěngsǐ	myocardial infarction	Incorrect
1070	心悸	xīnjì	heart palpitations	Learnt
1071	心尖搏动	xīnjiān bódòng	apical beat	
1072	心绞痛	xīnjiǎotòng	Angina	
1073	心里	xīnli	heart	Learnt
1074	心力衰竭	xīnlìshuāijié	heart failure	
1075	心率	xīnlǜ	heart rate	
1076	心律	xīnlǜ	heart rate	Incorrect
1077	心内膜炎	xīnnèimóyán	Endocarditis	Incorrect
1078	心室	xīnshì	ventricle	Learnt
1079	心态	xīntài	state of mind	Learnt
1080	心音	xīnyīn	heart sound	
1081	心脏	xīnzàng	heart	
1082	心脏压塞	xīnzàng yāsāi	Cardiac tamponade	Learnt
1083	辛辣	xīnlà	spicy	Incorrect
1084	新陈代谢	xīnchéndàixiè	metabolism	Learnt
1085	新生儿	xīnshēngér	newborn	Learnt
1086	猩红热	xīnghóngrè	scarlet fever	
1087	形成	xíngchéng	form	
1088	形态	xíngtài	form	Learnt
1089	行为	xíngwéi	Behavior	Learnt
1090	性病	xìngbìng	venereal disease	Learnt
1091	性交	xìngjiāo	sexual intercourse	
1092	性早熟	xìngzǎoshú	precocious puberty	Learnt
1093	性质	xìngzhì	nature	Learnt
1094	胸部	xiōngbù	Chest	Learnt
1095	胸大肌	xiōngdàjī	pectoralis major	Incorrect
1096	胸导管	xiōng dǎoguǎn	Thoracic duct	
1097	胸骨	xiōnggǔ	sternum	
1098	胸骨角	xiōnggǔ jiǎo	Sternal angle	
1099	胸口	xiōngkǒu	the chest	
1100	胸闷	xiōngmēn	Chest tightness	
1101	胸膜	xiōngmó	pleura	
1102	胸腔	xiōngqiāng	chest cavity	
1103	胸透	xiōngtòu	Chest x-ray	Incorrect
1104	胸围	xiōngwéi	chest circumference	Learnt
1105	胸腺瘤	xiōng xiànliú	Thymoma	Incorrect
1106	雄激素	xióngjīsù	androgen	Learnt
1107	休克	xiūkè	shock	
1108	修补术	xiūbǔshù	Prosthetics	Learnt
1109	修复	xiūfù	repair	
1110	嗅觉	xiùjué	the sense of smell	
1111	嗅神经	xiùshénjīng	olfactory nerve	
1112	酗酒	xùjiǔ	alcoholism	Incorrect
1113	癣	xuǎn	ringworm	
1114	眩晕	xuànyùn	dizziness	Learnt
1115	血氨	xuè ān	blood ammonia	Incorrect
1116	血红蛋白	xuèhóngdànbái	hemoglobin	Learnt
1117	血肌酐	xuè jīgān	serum creatinine	
1118	血库	xuèkù	blood bank	Learnt
1119	血脑屏障	xuènǎopíngzhàng	blood brain barrier	
1120	血尿素氮	xuè niàosùdàn	blood urea nitrogen	
1121	血培养	xuè péiyǎng	blood culture	Incorrect
1122	血气分析	xuèqì fēnxī	blood gas analysis	Learnt
1123	血清铁	xuèqīng tiě	serum iron	Incorrect
1124	血糖	xuètáng	blood sugar	Incorrect
1125	血吸虫病	xuèxīchóngbìng	Schistosomiasis	Incorrect
1126	血象	xuèxiàng	Blood	Incorrect
1127	血小板	xuèxiǎobǎn	platelets	
1128	血行播散	xuèxíng bōsàn	Hematogenous spread	
1129	血型	xuèxíng	blood type	
1130	血胸	xuèxiōng	hemothorax	Incorrect
1131	血压	xuèyā	blood pressure	Learnt
1132	血友病	xuèyǒubìng	hemophilia	Incorrect
1133	血脂	xuèzhī	blood fat	Learnt
1134	询问	xúnwèn	ask	Learnt
1135	荨麻疹	xúnmázhěn	hives	
1136	循环	xúnhuán	cycle	Incorrect
1137	训练	xùnliàn	train	
1138	迅速	xùnsù	fast	
1139	压疮	yāchuāng	pressure sore	
1140	压迫	yāpò	oppression	Incorrect
1141	压痛	yātòng	tenderness	Learnt
1142	牙槽骨	yácáogǔ	alveolar bone	Learnt
1143	牙齿	yáchǐ	teeth	Learnt
1144	牙冠	yáguān	dental crown	Incorrect
1145	牙体	yátǐ	tooth body	Incorrect
1146	牙龈	yáyín	gums	Incorrect
1147	牙周组织	yázhōuzǔzhī	periodontium	Learnt
1148	亚急性	yàjíxìng	Subacute	Learnt
1149	压降康	yājiàngkāng	Vacuum Kang	
1150	眼部	yǎnbù	eyes	Learnt
1151	咽鼓管	yāngǔguǎn	Eustachian tube	Learnt
1152	淹溺	yānnì	to drown	
1153	延期	yánqī	postpone	
1154	延髓	yánsuǐ	medulla oblongata	
1155	炎热	yánrè	hot	Learnt
1156	眼睑	yǎnjiǎn	eyelids	Learnt
1157	眼球	yǎnqiú	eyeball	Incorrect
1158	羊膜	yángmó	Amniotic membrane	Learnt
1159	羊水	yángshuǐ	amniotic fluid	
1160	阳性	yángxìng	Positive	
1161	仰卧位	yǎngwòwèi	supine position	Learnt
1162	氧气	yǎngqì	oxygen	Learnt
1163	痒	yǎng	itch	Learnt
1164	腰	yāo	waist	Incorrect
1165	腰椎	yāozhuī	lumbar spine	
1166	药物	yàowù	drug	Incorrect
1167	叶酸	yèsuān	folic acid	Incorrect
1168	液体	yètǐ	liquid	Learnt
1169	腋神经	yè shénjīng	axillary nerve	
1170	衣原体	yīyuántǐ	Chlamydia	Learnt
1171	遗嘱	yízhǔ	will	Incorrect
1172	依赖性	yīlàixìng	depend on	Learnt
1173	胰岛素	yídǎosù	insulin	Learnt
1174	胰腺	yíxiàn	pancreas	
1175	移动	yídòng	move	Learnt
1176	移行	yíxíng	migrate	
1177	移位	yíwèi	shift	Incorrect
1178	移植	yízhí	transplant	Incorrect
1179	遗传	yíchuán	heredity	
1180	遗尿	yíniào	enuresis	
1181	乙肝	yǐgān	Hepatitis B	
1182	乙型脑炎	yǐxíng nǎoyán	Japanese encephalitis	
1183	以及	yǐjí	as well as	
1184	以免	yǐmiǎn	so as not to	
1185	异常	yìcháng	abnormal	Learnt
1186	异位妊娠	yìwèi rènshēn	ectopic pregnancy	Learnt
1187	异物	yìwù	foreign body	Learnt
1188	抑郁	yìyù	depression	
1189	疫苗	yìmiáo	vaccine	Learnt
1190	意识	yìshí	consciousness	
1191	意外	yìwài	Accident	Learnt
1192	因素	yīnsù	factor	Incorrect
1193	阴道	yīndào	vaginal	Incorrect
1194	阴茎	yīnjīng	penis	
1195	阴性	yīnxìng	Negative	Learnt
1196	银屑病	yínxièbìng	psoriasis	
1197	引产术	yǐnchǎn shù	Induction of labor	
1198	引发	yǐnfā	cause	Learnt
1199	引流	yǐnliú	drainage	
1200	饮食	yǐnshí	diet	
1201	隐患	yǐnhuàn	Hidden danger	Incorrect
1202	隐痛	yǐntòng	dull pain	Incorrect
1203	隐性感染	yǐnxìng gǎnrǎn	latent infection	Incorrect
1204	婴儿	yīngér	baby	Learnt
1205	营养	yíngyǎng	Nutrition	Learnt
1206	应激	yìngjī	stress	Learnt
1207	应用	yìngyòng	application	
1208	硬膜外腔	yìngmówài qiāng	Epidural space	Incorrect
1209	痈	yōng	carbuncle	Incorrect
1210	用途	yòngtú	use	Learnt
1211	优生优育	yōushēngyōuyù	Eugenics	Learnt
